,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
418,L.A. Confidential,R,138,8.2,1997,90
419,The Punisher,R,124,6.4,2004,33
420,The Maze Runner,PG-13,113,6.8,2014,57
421,X-Men: Days of Future Past,PG-13,132,8.0,2014,75
422,Evil Dead,R,91,6.5,2013,57
423,Oldboy,R,104,5.7,2013,49
424,Annabelle: Creation,R,109,6.5,2017,62
425,Lethal Weapon,R,109,7.6,1987,68
426,The Da Vinci Code,PG-13,149,6.6,2006,46
427,In the Heat of the Night,Not Rated,110,8.0,1967,75
428,Friday the 13th,R,97,5.5,2009,34
429,Munich,R,164,7.5,2005,74
430,Limitless,PG-13,105,7.4,2011,59
431,21,PG-13,123,6.8,2008,48
432,Point Break,PG-13,114,5.3,2015,34
433,The Ritual,TV-MA,94,6.3,2017,57
434,The Autopsy of Jane Doe,R,86,6.8,2016,65
435,Minority Report,PG-13,145,7.6,2002,80
436,It Follows,R,100,6.8,2014,83
437,We Need to Talk About Kevin,R,112,7.5,2011,68
438,The Third Man,Not Rated,93,8.1,1949,97
439,Shot Caller,R,121,7.3,2017,59
440,Fatal Attraction,R,119,6.9,1987,67
441,Star Trek: Nemesis,PG-13,116,6.4,2002,51
442,Blade II,R,117,6.7,2002,52
443,Escape from L.A.,R,101,5.7,1996,54
444,The Equalizer 2,R,121,6.7,2018,50
445,Savages,R,131,6.5,2012,59
446,The Untouchables,R,119,7.9,1987,79
447,The Conjuring 2,R,134,7.3,2016,65
448,Species,R,108,5.8,1995,49
449,The Day After Tomorrow,PG-13,124,6.4,2004,47
450,Underworld,R,121,7.0,2003,42
451,The Silence,PG-13,90,5.2,2019,25
452,The Descent,R,99,7.2,2005,71
453,Now You See Me 2,PG-13,129,6.5,2016,46
454,Hunter Killer,R,122,6.6,2018,43
455,Original Sin,R,116,6.1,2001,33
456,The Craft,R,101,6.3,1996,55
457,The Count of Monte Cristo,PG-13,131,7.8,2002,61
458,The Rock,R,136,7.4,1996,58
459,The Lovebirds,R,86,,2020,
460,The Mummy,PG-13,110,5.4,2017,34
461,National Treasure,PG,131,6.8,2004,39
462,The Courier,R,99,5.9,2019,15
463,Proud Mary,R,89,4.9,2018,35
464,The 15:17 to Paris,PG-13,94,5.2,2018,45
465,1922,TV-MA,102,6.3,2017,70
466,The Purge,R,85,5.7,2013,41
467,The Family,R,111,6.3,2013,42
468,Valkyrie,PG-13,121,7.1,2008,56
469,Signs,PG-13,106,6.7,2002,59
470,Mr. & Mrs. Smith,PG-13,120,6.5,2005,55
471,The Bourne Identity,PG-13,119,7.9,2002,68
472,Sweeney Todd: The Demon Barber of Fleet Street,R,116,7.3,2007,83
473,Mission to Mars,PG,114,5.7,2000,34
474,Deep Blue Sea,R,105,5.8,1999,54
475,Angel of Mine,R,98,6.5,2019,47
476,The Dustwalker,,,4.5,2019,
477,The Great Wall,PG-13,103,5.9,2016,42
478,Insidious,PG-13,103,6.8,2010,52
479,The Bank Job,R,111,7.2,2008,69
480,Allegiant,PG-13,120,5.7,2016,33
481,The Saint,PG-13,116,6.2,1997,50
482,The 5th Wave,PG-13,112,5.2,2016,33
483,The Twilight Saga: Breaking Dawn - Part 1,PG-13,117,4.9,2011,45
